11	1427311
10	1226862
12	1176731
9	1077894
8	1038239
13	1013996
14	915723
15	751111
7	673535
16	633339
6	535253
17	533956
18	440973
19	379084
20	327045
21	277887
22	238016
5	235676
23	203159
24	177767
25	151258
26	129036
27	109113
28	92353
29	78756
4	68902
30	66834
31	57134
32	48254
33	40614
34	33182
-1	29102
35	26650
36	21087
3	20188
37	15975
38	12477
39	9637
40	7709
41	5889
42	4565
43	3545
44	2799
2	2255
45	2080
46	1558
47	1209
48	952
49	687
50	550
51	410
52	285
53	254
1	245
54	191
55	128
56	84
57	67
58	51
59	23
60	20
61	19
0	17
62	16
64	11
63	9
66	8
65	7
68	4
71	2
67	1
69	1
