LLLLLLL	0.8874207225795567
UUUUUUU	0.0568803681200016
ULLLLLL	0.03991654748922199
ULLLLLU	0.0015747306936647627
ULLULLL	0.0013496126710226
ULLLULL	0.0013353716282277187
UULLLLL	0.0011217559863044987
LLLLLLU	0.0010510985047452797
ULULULU	0.001020425489494766
UUULLLL	0.0010083753763606357
ULULLLL	0.0006764495327568632
LUUUUUU	0.0006211285588229011
UUUULLL	0.0005351345696384254
LLLLLUU	0.00038450815546179593
LLLLUUU	0.0003790308313099185
LLLULLL	0.00036862391542135135
ULLLLUL	0.00030180056076844667
LLULLLL	0.0003007050959380712
LLLLULL	0.00026784115102680657
ULLLLUU	0.0002492182489104233
LLLUUUU	0.00024483638958892136
LULLLLL	0.00023716813577629294
LLLLLUL	0.00018458582391826957
LULULUL	0.00017144024595376373
UUUUUUL	0.000147340019685503
UUUUULL	0.00014186269553362557
LLUUUUU	0.00013145577964505844
ULLLUUU	9.968729956416931e-05
ULULULL	8.873265126041444e-05
ULLULLU	8.270759469334927e-05
LLUULLL	7.668253812628409e-05
ULLULUL	6.244149533140276e-05
UULLLUU	5.6964171179525326e-05
ULLUULL	5.313004427321112e-05
LLLUULL	4.3270860799831735e-05
ULULLUL	4.272312838464399e-05
ULULLLU	4.217539596945625e-05
UULLLLU	4.217539596945625e-05
ULUULLL	3.9984466308705274e-05
LLUUULL	3.3411677326452354e-05
LULLULL	3.3411677326452354e-05
LULLLUL	3.286394491126461e-05
LLULLLU	3.122074766570138e-05
UULLLUL	3.0125282835325893e-05
LULLLLU	3.0125282835325893e-05
ULUUUUU	2.957755042013815e-05
ULLLULU	2.957755042013815e-05
UULLULL	2.9029818004950406e-05
UULLUUU	2.9029818004950406e-05
LLLULLU	2.793435317457492e-05
UUULLUU	2.6838888344199433e-05
ULLLUUL	2.6838888344199433e-05
ULUULUL	2.629115592901169e-05
ULLUUUU	2.629115592901169e-05
LLLLUUL	2.5743423513823946e-05
UUULUUU	2.5743423513823946e-05
LUULLLL	2.5743423513823946e-05
LLULLUL	2.4100226268260713e-05
LULULLL	2.4100226268260713e-05
LLLLULU	2.2457029022697482e-05
LUUUUUL	2.2457029022697482e-05
UULLUUL	2.2457029022697482e-05
UUUULLU	2.190929660750974e-05
UUULLLU	2.190929660750974e-05
ULLUULU	1.8075169701195535e-05
ULULUUL	1.7527437286007792e-05
LLUULLU	1.7527437286007792e-05
LLLULUL	1.697970487082005e-05
LLULULL	1.6431972455632305e-05
UUUUULU	1.6431972455632305e-05
LUULUUU	1.5884240040444562e-05
UULULLL	1.5884240040444562e-05
LUUUULL	1.4788775210069075e-05
LUUULLL	1.4788775210069075e-05
UUUULUU	1.3693310379693588e-05
LUUULUU	1.3145577964505845e-05
UULULUL	1.3145577964505845e-05
ULUULLU	1.3145577964505845e-05
ULULUUU	1.3145577964505845e-05
LULLULU	1.25978455493181e-05
ULUUULL	1.2050113134130356e-05
LLULULU	1.1502380718942613e-05
ULLUUUL	1.1502380718942613e-05
UULUUUU	1.1502380718942613e-05
LULULLU	1.095464830375487e-05
ULULLUU	1.095464830375487e-05
LLUUUUL	1.095464830375487e-05
LULUUUU	1.0406915888567126e-05
LUULULL	1.0406915888567126e-05
ULUULUU	1.0406915888567126e-05
LLLUUUL	1.0406915888567126e-05
LLULLUU	9.31145105819164e-06
LUULUUL	8.763718643003896e-06
ULLULUU	8.763718643003896e-06
LLUULUL	8.215986227816153e-06
LULULUU	8.215986227816153e-06
LULLLUU	7.66825381262841e-06
ULUUUUL	7.66825381262841e-06
ULUUULU	7.66825381262841e-06
UULUULL	7.120521397440666e-06
LULUULL	7.120521397440666e-06
UULULLU	7.120521397440666e-06
LUULLUL	6.572788982252922e-06
UULLULU	6.572788982252922e-06
UUULLUL	6.572788982252922e-06
UUUULUL	6.572788982252922e-06
LLULUUU	6.025056567065178e-06
UUULULL	5.477324151877435e-06
LLULUUL	5.477324151877435e-06
LUULLUU	5.477324151877435e-06
UULUULU	5.477324151877435e-06
UUULUUL	4.929591736689691e-06
LULUULU	4.929591736689691e-06
LUULLLU	4.929591736689691e-06
LULLUUL	4.381859321501948e-06
LLLUULU	4.381859321501948e-06
LUUUULU	4.381859321501948e-06
LUULULU	4.381859321501948e-06
UULUUUL	4.381859321501948e-06
LULUUUL	3.834126906314205e-06
LUUULLU	3.834126906314205e-06
LUUULUL	3.834126906314205e-06
LLUULUU	3.286394491126461e-06
UUULULU	3.286394491126461e-06
LLLULUU	2.7386620759387174e-06
UULULUU	2.190929660750974e-06
LULLUUU	1.6431972455632306e-06
LLUUULU	5.477324151877435e-07
